Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
3.19, 0.0186071, 0.00428358, 0.13113, 0.00428358, 0.0435092, 0.247944
3.195, 0.0185999, 0.00421391, 0.130911, 0.00421391, 0.0548886, 0.193032
3.2, 0.0185881, 0.0042512, 0.130662, 0.0042512, 0.0429295, 0.22847
3.205, 0.0185867, 0.00421756, 0.130487, 0.00421756, 0.0434381, 0.157931
3.21, 0.0185739, 0.00422349, 0.130234, 0.00422349, 0.0411808, 0.181192
3.215, 0.0185665, 0.00421244, 0.13002, 0.00421244, 0.0457014, 0.155079
3.22, 0.0185562, 0.00420775, 0.129787, 0.00420775, 0.0413622, 0.205346
3.225, 0.0185516, 0.00419073, 0.129596, 0.00419073, 0.0420504, 0.165906
3.23, 0.0185415, 0.00419427, 0.129367, 0.00419427, 0.0425323, 0.191866
3.235, 0.0185331, 0.00418072, 0.129152, 0.00418072, 0.0439359, 0.178159
3.24, 0.018524, 0.00417333, 0.128933, 0.00417333, 0.043201, 0.186071
3.245, 0.0185163, 0.00416485, 0.128725, 0.00416485, 0.0402844, 0.167785
3.25, 0.0185071, 0.00415741, 0.128509, 0.00415741, 0.045403, 0.191345
3.255, 0.0184987, 0.00415077, 0.1283, 0.00415077, 0.0440556, 0.178312
3.26, 0.018489, 0.00414064, 0.128082, 0.00414064, 0.043888, 0.159519
3.265, 0.018482, 0.00413308, 0.127885, 0.00413308, 0.0434747, 0.175826
3.27, 0.0184719, 0.00412758, 0.127668, 0.00412758, 0.0429245, 0.167571
3.275, 0.0184634, 0.00411987, 0.127463, 0.00411987, 0.0450904, 0.174782
3.28, 0.0184538, 0.0041114, 0.127252, 0.0041114, 0.0464156, 0.162124
3.285, 0.0184448, 0.00410423, 0.127047, 0.00410423, 0.0450027, 0.162292
3.29, 0.0184355, 0.00409627, 0.12684, 0.00409627, 0.0438952, 0.162076
3.295, 0.0184263, 0.00408893, 0.126636, 0.00408893, 0.0422916, 0.170303
3.3, 0.0184169, 0.0040812, 0.126432, 0.0040812, 0.0528175, 0.165824
3.305, 0.0184075, 0.00407381, 0.126229, 0.00407381, 0.0440243, 0.158526
3.31, 0.018398, 0.00406621, 0.126027, 0.00406621, 0.0405134, 0.167976
3.315, 0.0183885, 0.00405882, 0.125826, 0.00405882, 0.0439507, 0.152569
3.32, 0.0183788, 0.00405129, 0.125625, 0.00405129, 0.0488999, 0.155446
3.325, 0.0183691, 0.00404398, 0.125426, 0.00404398, 0.0443062, 0.174518
3.33, 0.0183593, 0.00403659, 0.125227, 0.00403659, 0.0493309, 0.199283
3.335, 0.0183495, 0.00402923, 0.125029, 0.00402923, 0.0541114, 0.173765
3.34, 0.0183396, 0.00402183, 0.124832, 0.00402183, 0.0481799, 0.157769
3.345, 0.0183296, 0.00401448, 0.124636, 0.00401448, 0.0479249, 0.178631
3.35, 0.0183195, 0.00400715, 0.12444, 0.00400715, 0.0425375, 0.162123
3.355, 0.0183094, 0.00399988, 0.124246, 0.00399988, 0.0453969, 0.171402
3.36, 0.0182992, 0.00399255, 0.124052, 0.00399255, 0.0457805, 0.163229
3.365, 0.018289, 0.00398532, 0.123859, 0.00398532, 0.0506063, 0.170154
3.37, 0.0182786, 0.00397806, 0.123667, 0.00397806, 0.0437176, 0.181464
3.375, 0.0182682, 0.00397085, 0.123475, 0.00397085, 0.0534325, 0.166526
3.38, 0.0182578, 0.00396368, 0.123285, 0.00396368, 0.0440627, 0.167219
3.385, 0.0182472, 0.00395651, 0.123095, 0.00395651, 0.0495564, 0.167348
3.39, 0.0182366, 0.00394935, 0.122906, 0.00394935, 0.0425845, 0.164307
3.395, 0.0182259, 0.00394221, 0.122718, 0.00394221, 0.0442211, 0.172282
3.4, 0.0182152, 0.00393509, 0.12253, 0.00393509, 0.0434615, 0.166961
3.405, 0.0182044, 0.003928, 0.122344, 0.003928, 0.0434089, 0.166863
3.41, 0.0181935, 0.00392092, 0.122158, 0.00392092, 0.0467023, 0.190265
3.415, 0.0181825, 0.00391276, 0.121973, 0.00391276, 0.0476874, 0.152488
3.42, 0.0181714, 0.0039073, 0.121787, 0.0039073, 0.0455269, 0.207579
3.425, 0.0181602, 0.00389919, 0.121603, 0.00389919, 0.0422273, 0.199071
3.43, 0.0181489, 0.0038901, 0.12142, 0.0038901, 0.0444191, 0.161059
3.435, 0.0181389, 0.00389152, 0.121245, 0.00389152, 0.0434202, 0.156443
3.44, 0.0181266, 0.00387975, 0.121058, 0.00387975, 0.042346, 0.15467
3.445, 0.0181155, 0.00387398, 0.120879, 0.00387398, 0.0442905, 0.163711
3.45, 0.0181033, 0.00386363, 0.120694, 0.00386363, 0.0463101, 0.157239
3.455, 0.0180923, 0.00385864, 0.120518, 0.00385864, 0.0448611, 0.160138
3.46, 0.0180807, 0.00385168, 0.120339, 0.00385168, 0.0436272, 0.158831
3.465, 0.0180693, 0.00384661, 0.120163, 0.00384661, 0.0426481, 0.186557
3.47, 0.0180573, 0.00383344, 0.119985, 0.00383344, 0.041668, 0.178485
3.475, 0.0180455, 0.00383191, 0.119808, 0.00383191, 0.044621, 0.170534
3.48, 0.0180341, 0.00382191, 0.119636, 0.00382191, 0.047255, 0.162357
3.485, 0.0180217, 0.00382141, 0.119458, 0.00382141, 0.0409074, 0.177504
3.49, 0.0180102, 0.00381126, 0.119286, 0.00381126, 0.0458186, 0.1654
3.495, 0.0179978, 0.00380519, 0.119111, 0.00380519, 0.0456065, 0.175141
3.5, 0.0179857, 0.00379792, 0.118938, 0.00379792, 0.041781, 0.157293
3.505, 0.0179734, 0.00379138, 0.118766, 0.00379138, 0.0515784, 0.172564
3.51, 0.0179612, 0.0037846, 0.118595, 0.0037846, 0.0474548, 0.170825
3.515, 0.0179489, 0.00377796, 0.118424, 0.00377796, 0.0449763, 0.179955
3.52, 0.0179365, 0.00377128, 0.118254, 0.00377128, 0.0402802, 0.199965
3.525, 0.017924, 0.00376464, 0.118085, 0.00376464, 0.0410839, 0.181081
3.53, 0.0179115, 0.00375801, 0.117916, 0.00375801, 0.0426467, 0.151925
3.535, 0.0178989, 0.00375118, 0.117748, 0.00375118, 0.0430763, 0.138064
3.54, 0.017886, 0.0037449, 0.11758, 0.0037449, 0.0443285, 0.157485
3.545, 0.0178732, 0.00373833, 0.117413, 0.00373833, 0.0453001, 0.148937
3.55, 0.0178604, 0.0037318, 0.117247, 0.0037318, 0.0465161, 0.160061
3.555, 0.0178475, 0.00372524, 0.117082, 0.00372524, 0.0469519, 0.155942
3.56, 0.0178346, 0.00371874, 0.116917, 0.00371874, 0.0424748, 0.151263
3.565, 0.0178216, 0.00371223, 0.116753, 0.00371223, 0.0425767, 0.158985
3.57, 0.0178085, 0.00370573, 0.11659, 0.00370573, 0.0505771, 0.145127
3.575, 0.0177953, 0.00369926, 0.116427, 0.00369926, 0.0449164, 0.142063
3.58, 0.0177821, 0.00369281, 0.116265, 0.00369281, 0.0487303, 0.145386
3.585, 0.0177688, 0.00368637, 0.116104, 0.00368637, 0.0455281, 0.146876
3.59, 0.0177555, 0.00367994, 0.115943, 0.00367994, 0.0506437, 0.165264
3.595, 0.0177421, 0.00367353, 0.115783, 0.00367353, 0.0448175, 0.141964
3.6, 0.0177286, 0.00366713, 0.115623, 0.00366713, 0.0442138, 0.143312
3.605, 0.0177152, 0.00366065, 0.115466, 0.00366065, 0.0451591, 0.139757
3.61, 0.0177013, 0.00365472, 0.115306, 0.00365472, 0.0467674, 0.16057
3.615, 0.017688, 0.00364695, 0.11515, 0.00364695, 0.0402855, 0.139769
3.62, 0.0176739, 0.00364039, 0.114992, 0.00364039, 0.0427517, 0.176329
3.625, 0.0176607, 0.003636, 0.114839, 0.003636, 0.0430792, 0.136991
3.63, 0.0176462, 0.00362774, 0.114679, 0.00362774, 0.041761, 0.179441
3.635, 0.0176333, 0.00361873, 0.114531, 0.00361873, 0.0430948, 0.175831
3.64, 0.0176183, 0.00361938, 0.11437, 0.00361938, 0.0447969, 0.148698
3.645, 0.0176042, 0.0036101, 0.114216, 0.0036101, 0.0418772, 0.160888
3.65, 0.0175904, 0.00360371, 0.114065, 0.00360371, 0.0417523, 0.141898
3.655, 0.0175759, 0.0035966, 0.11391, 0.0035966, 0.0433636, 0.178616
3.66, 0.0175623, 0.00359102, 0.113762, 0.00359102, 0.0429526, 0.148836
3.665, 0.0175473, 0.00358656, 0.113607, 0.00358656, 0.0441342, 0.170222
3.67, 0.0175334, 0.0035763, 0.113459, 0.0035763, 0.0436694, 0.168933
3.675, 0.0175187, 0.0035718, 0.113307, 0.0035718, 0.0425478, 0.157808
3.68, 0.0175038, 0.00356788, 0.113155, 0.00356788, 0.0446081, 0.14253
3.685, 0.0174898, 0.00355871, 0.11301, 0.00355871, 0.0424555, 0.169369
3.69, 0.0174749, 0.00355298, 0.11286, 0.00355298, 0.0429658, 0.175884
3.695, 0.0174597, 0.00354925, 0.112709, 0.00354925, 0.0434147, 0.140152
3.7, 0.0174455, 0.00354031, 0.112566, 0.00354031, 0.0463902, 0.175768
3.705, 0.0174304, 0.00353483, 0.112417, 0.00353483, 0.0464983, 0.165525
3.71, 0.0174154, 0.00352879, 0.112271, 0.00352879, 0.0480441, 0.156578
3.715, 0.0174004, 0.00352274, 0.112125, 0.00352274, 0.0435992, 0.173985
3.72, 0.0173853, 0.00351671, 0.111979, 0.00351671, 0.044825, 0.190966
3.725, 0.0173702, 0.00351066, 0.111835, 0.00351066, 0.0499779, 0.16795
3.73, 0.017355, 0.00350465, 0.11169, 0.00350465, 0.0462135, 0.178354
3.735, 0.0173397, 0.00349863, 0.111547, 0.00349863, 0.0454005, 0.177458
3.74, 0.0173243, 0.00349264, 0.111403, 0.00349264, 0.0495214, 0.161425
3.745, 0.0173089, 0.00348666, 0.111261, 0.00348666, 0.0474102, 0.161041
3.75, 0.0172934, 0.00348054, 0.111119, 0.00348054, 0.0468305, 0.172925
3.755, 0.0172779, 0.0034747, 0.110977, 0.0034747, 0.0475249, 0.152328
3.76, 0.0172623, 0.00346872, 0.110836, 0.00346872, 0.0413422, 0.160619
3.765, 0.0172466, 0.00346281, 0.110696, 0.00346281, 0.0427732, 0.157413
3.77, 0.0172308, 0.0034569, 0.110556, 0.0034569, 0.0437878, 0.170919
3.775, 0.017215, 0.00345099, 0.110416, 0.00345099, 0.0420335, 0.185202
3.78, 0.0171992, 0.0034451, 0.110277, 0.0034451, 0.0444996, 0.162269
3.785, 0.0171832, 0.00343922, 0.110139, 0.00343922, 0.0557744, 0.158307
3.79, 0.0171672, 0.00343335, 0.110001, 0.00343335, 0.0438946, 0.163835
3.795, 0.0171511, 0.0034275, 0.109864, 0.0034275, 0.0473492, 0.161139
3.8, 0.017135, 0.00342165, 0.109727, 0.00342165, 0.0423749, 0.170294
3.805, 0.0171188, 0.00341584, 0.109591, 0.00341584, 0.0447675, 0.172022
3.81, 0.0171025, 0.00341004, 0.109455, 0.00341004, 0.0485735, 0.15739
3.815, 0.0170862, 0.0034043, 0.109319, 0.0034043, 0.0513241, 0.164835
3.82, 0.0170697, 0.0033987, 0.109184, 0.0033987, 0.0427317, 0.183026
3.825, 0.0170533, 0.00339289, 0.10905, 0.00339289, 0.0499749, 0.181487
3.83, 0.0170367, 0.00338709, 0.108916, 0.00338709, 0.0526288, 0.180325
3.835, 0.0170202, 0.00338125, 0.108783, 0.00338125, 0.045532, 0.173064
3.84, 0.0170034, 0.00337568, 0.108649, 0.00337568, 0.0446886, 0.173119
3.845, 0.0169868, 0.00336975, 0.108517, 0.00336975, 0.0446232, 0.172243
3.85, 0.01697, 0.00336407, 0.108385, 0.00336407, 0.0440112, 0.175124
3.855, 0.0169531, 0.00335834, 0.108254, 0.00335834, 0.0437093, 0.170429
3.86, 0.0169362, 0.00335278, 0.108123, 0.00335278, 0.046291, 0.15414
3.865, 0.0169192, 0.00334692, 0.107992, 0.00334692, 0.0430288, 0.170365
3.87, 0.0169022, 0.0033413, 0.107862, 0.0033413, 0.0437597, 0.192476
3.875, 0.0168851, 0.0033356, 0.107733, 0.0033356, 0.0493449, 0.152626
3.88, 0.0168679, 0.00332992, 0.107604, 0.00332992, 0.0446368, 0.161762
3.885, 0.0168507, 0.00332426, 0.107475, 0.00332426, 0.0433351, 0.192111
3.89, 0.0168334, 0.00331861, 0.107347, 0.00331861, 0.0439621, 0.15819
3.895, 0.016816, 0.00331297, 0.107219, 0.00331297, 0.0454608, 0.158022
3.9, 0.0167986, 0.00330733, 0.107092, 0.00330733, 0.0437127, 0.176691
3.905, 0.0167812, 0.00330109, 0.106966, 0.00330109, 0.0444726, 0.153836
3.91, 0.0167638, 0.00329559, 0.106841, 0.00329559, 0.042598, 0.138606
3.915, 0.0167462, 0.00329013, 0.106715, 0.00329013, 0.0520844, 0.145505
3.92, 0.0167285, 0.00328451, 0.106589, 0.00328451, 0.0416868, 0.143521
3.925, 0.0167107, 0.00327895, 0.106464, 0.00327895, 0.0439838, 0.13394
3.93, 0.0166929, 0.00327339, 0.10634, 0.00327339, 0.0430313, 0.140599
3.935, 0.016675, 0.00326763, 0.106216, 0.00326763, 0.0463245, 0.146351
3.94, 0.0166571, 0.00326212, 0.106092, 0.00326212, 0.0435551, 0.133047
3.945, 0.0166392, 0.00325684, 0.105969, 0.00325684, 0.0514624, 0.147594
3.95, 0.0166211, 0.00325119, 0.105846, 0.00325119, 0.0453854, 0.130799
3.955, 0.0166028, 0.00324525, 0.105723, 0.00324525, 0.0428081, 0.142535
3.96, 0.0165847, 0.00324006, 0.105601, 0.00324006, 0.0497945, 0.135282
3.965, 0.0165665, 0.00323456, 0.10548, 0.00323456, 0.0412112, 0.145801
3.97, 0.0165482, 0.00322901, 0.105359, 0.00322901, 0.0406196, 0.143216
3.975, 0.0165298, 0.00322352, 0.105238, 0.00322352, 0.0489658, 0.147165
3.98, 0.0165113, 0.00321808, 0.105118, 0.00321808, 0.0453524, 0.14039
3.985, 0.0164928, 0.00321236, 0.104998, 0.00321236, 0.043599, 0.134786
3.99, 0.0164742, 0.00320694, 0.104878, 0.00320694, 0.0447028, 0.134446
3.995, 0.0164556, 0.0032017, 0.10476, 0.0032017, 0.0452735, 0.141159
4, 0.0164369, 0.00319617, 0.104641, 0.00319617, 0.0496323, 0.13908
4.005, 0.0164182, 0.00319074, 0.104523, 0.00319074, 0.0566626, 0.141622
4.01, 0.0163994, 0.00318534, 0.104405, 0.00318534, 0.0447082, 0.138909
4.015, 0.0163805, 0.00317991, 0.104288, 0.00317991, 0.0443631, 0.125728
4.02, 0.0163615, 0.00317451, 0.104171, 0.00317451, 0.0485364, 0.137875
4.025, 0.0163425, 0.00316907, 0.104054, 0.00316907, 0.046186, 0.144793
4.03, 0.0163235, 0.00316405, 0.103938, 0.00316405, 0.0437329, 0.135073
4.035, 0.0163043, 0.00315845, 0.103822, 0.00315845, 0.046867, 0.15579
4.04, 0.0162851, 0.0031531, 0.103707, 0.0031531, 0.0474383, 0.141411
4.045, 0.0162659, 0.00314772, 0.103592, 0.00314772, 0.0479496, 0.132373
4.05, 0.0162466, 0.00314235, 0.103477, 0.00314235, 0.0453176, 0.136026
4.055, 0.0162272, 0.00313699, 0.103363, 0.00313699, 0.0454655, 0.143429
4.06, 0.0162077, 0.00313163, 0.103249, 0.00313163, 0.0447773, 0.146609
4.065, 0.0161882, 0.00312598, 0.103135, 0.00312598, 0.04346, 0.1364
4.07, 0.0161687, 0.00312068, 0.103022, 0.00312068, 0.0429868, 0.132082
4.075, 0.016149, 0.00311533, 0.102909, 0.00311533, 0.0432177, 0.142957
4.08, 0.0161293, 0.00311001, 0.102797, 0.00311001, 0.0437119, 0.136033
4.085, 0.0161096, 0.00310469, 0.102685, 0.00310469, 0.0446918, 0.152516
4.09, 0.0160898, 0.00309936, 0.102573, 0.00309936, 0.0449021, 0.142763
4.095, 0.0160699, 0.00309405, 0.102462, 0.00309405, 0.0427429, 0.125541
4.1, 0.0160499, 0.00308926, 0.102351, 0.00308926, 0.0435252, 0.134442
4.105, 0.01603, 0.00308209, 0.102241, 0.00308209, 0.0432678, 0.134806
4.11, 0.0160099, 0.0030786, 0.10213, 0.0030786, 0.044969, 0.134815
4.115, 0.0159898, 0.00307274, 0.102021, 0.00307274, 0.0428571, 0.137482
4.12, 0.0159696, 0.00306752, 0.101911, 0.00306752, 0.0439231, 0.146144
4.125, 0.0159494, 0.0030624, 0.101802, 0.0030624, 0.0453544, 0.127443
4.13, 0.0159291, 0.00305726, 0.101693, 0.00305726, 0.0447147, 0.12487
4.135, 0.0159087, 0.00305185, 0.101585, 0.00305185, 0.0445129, 0.133868
4.14, 0.0158883, 0.00304677, 0.101477, 0.00304677, 0.0445353, 0.137314
4.145, 0.0158678, 0.00304137, 0.101369, 0.00304137, 0.044457, 0.130549
4.15, 0.0158473, 0.00303626, 0.101261, 0.00303626, 0.0487698, 0.14267
4.155, 0.0158267, 0.00303101, 0.101154, 0.00303101, 0.0438849, 0.12806
4.16, 0.015806, 0.00302563, 0.101048, 0.00302563, 0.0442202, 0.136594
4.165, 0.0157853, 0.0030206, 0.100941, 0.0030206, 0.0451361, 0.136805
4.17, 0.0157645, 0.00301529, 0.100835, 0.00301529, 0.0454747, 0.138812
4.175, 0.0157436, 0.00301006, 0.10073, 0.00301006, 0.0484325, 0.142006
4.18, 0.0157227, 0.0030049, 0.100624, 0.0030049, 0.0515148, 0.132449
4.185, 0.0157018, 0.00299973, 0.100519, 0.00299973, 0.0444296, 0.132591
4.19, 0.0156807, 0.0029944, 0.100414, 0.0029944, 0.0447089, 0.133471
4.195, 0.0156597, 0.00298935, 0.10031, 0.00298935, 0.047592, 0.127735
4.2, 0.0156385, 0.00298414, 0.100206, 0.00298414, 0.0446344, 0.142084
4.205, 0.0156172, 0.00297885, 0.100102, 0.00297885, 0.0433042, 0.157264
4.21, 0.0155958, 0.00297396, 0.0999973, 0.00297396, 0.0428077, 0.170614
4.215, 0.0155745, 0.00296879, 0.0998944, 0.00296879, 0.0443222, 0.165442
4.22, 0.0155531, 0.00296352, 0.0997915, 0.00296352, 0.0420061, 0.14321
4.225, 0.0155323, 0.00295232, 0.0996929, 0.00295232, 0.0488562, 0.13662
4.23, 0.0155102, 0.00295077, 0.0995866, 0.00295077, 0.0424496, 0.149834
4.235, 0.0154885, 0.00296519, 0.0994838, 0.00296519, 0.0446055, 0.141658
4.24, 0.0154684, 0.00292983, 0.0993922, 0.00292983, 0.0451868, 0.160688
4.245, 0.0154458, 0.00293744, 0.0992848, 0.00293744, 0.0431451, 0.147093
4.25, 0.0154232, 0.00293725, 0.099178, 0.00293725, 0.0407401, 0.134829
4.255, 0.0154022, 0.00292837, 0.0990826, 0.00292837, 0.0426395, 0.161205
4.26, 0.0153797, 0.00292196, 0.0989781, 0.00292196, 0.0402504, 0.155807
4.265, 0.0153601, 0.00291791, 0.0988928, 0.00291791, 0.041623, 0.129909
4.27, 0.0153335, 0.00291846, 0.0987636, 0.00291846, 0.0416747, 0.166508
4.275, 0.0153157, 0.00288945, 0.098691, 0.00288945, 0.0457508, 0.207116
4.28, 0.0152914, 0.00291114, 0.0985774, 0.00291114, 0.0528909, 0.182352
4.285, 0.0152721, 0.00289204, 0.0984969, 0.00289204, 0.0403296, 0.179888
4.29, 0.0152477, 0.0029016, 0.0983844, 0.0029016, 0.0432843, 0.195492
4.295, 0.0152259, 0.00287729, 0.0982888, 0.00287729, 0.0461006, 0.224796
4.3, 0.0152015, 0.00288542, 0.0981775, 0.00288542, 0.0398961, 0.199992
4.305, 0.0151808, 0.00287416, 0.0980904, 0.00287416, 0.0400269, 0.24097
4.31, 0.0151596, 0.00287684, 0.098001, 0.00287684, 0.0427952, 0.191141
4.315, 0.0151356, 0.0028627, 0.0978939, 0.0028627, 0.0788863, 0.199819
4.32, 0.0151158, 0.00286687, 0.097815, 0.00286687, 0.0455627, 0.29414
4.325, 0.0150888, 0.00284648, 0.0976898, 0.00284648, 0.0452607, 0.206478
4.33, 0.0150698, 0.00285717, 0.0976167, 0.00285717, 0.0418471, 0.12595
4.335, 0.015043, 0.00284754, 0.0974946, 0.00284754, 0.0473706, 0.170199
4.34, 0.0150221, 0.00283918, 0.0974105, 0.00283918, 0.0419444, 0.210818
4.345, 0.0150007, 0.00283079, 0.0973244, 0.00283079, 0.0424811, 0.208358
4.35, 0.0149772, 0.00282951, 0.0972249, 0.00282951, 0.0445459, 0.151243
4.355, 0.0149543, 0.0028273, 0.0971307, 0.0028273, 0.0423772, 0.15236
4.36, 0.0149332, 0.00282765, 0.0970477, 0.00282765, 0.0432692, 0.157652
4.365, 0.0149049, 0.00280912, 0.0969193, 0.00280912, 0.0406808, 0.19387
4.37, 0.0148837, 0.00280183, 0.0968373, 0.00280183, 0.0448368, 0.1554
4.375, 0.0148635, 0.00281161, 0.0967625, 0.00281161, 0.0457371, 0.170281
4.38, 0.0148375, 0.0027969, 0.0966509, 0.0027969, 0.042843, 0.167843
4.385, 0.0148154, 0.00279216, 0.0965652, 0.00279216, 0.0446146, 0.152358
4.39, 0.0147938, 0.00279864, 0.0964834, 0.00279864, 0.0420895, 0.167949
4.395, 0.0147683, 0.00277895, 0.0963763, 0.00277895, 0.0444152, 0.192422
4.4, 0.014746, 0.00278667, 0.0962909, 0.00278667, 0.0476239, 0.222615
4.405, 0.0147206, 0.00276734, 0.0961863, 0.00276734, 0.0427889, 0.184819
4.41, 0.0146995, 0.00277818, 0.0961097, 0.00277818, 0.0424619, 0.138415
4.415, 0.0146711, 0.00274682, 0.0959868, 0.00274682, 0.0439309, 0.174074
4.42, 0.0146496, 0.00276937, 0.095909, 0.00276937, 0.043241, 0.189323
4.425, 0.0146259, 0.00275895, 0.0958175, 0.00275895, 0.0428555, 0.160929
4.43, 0.0146064, 0.00274916, 0.0957542, 0.00274916, 0.0419912, 0.195496
4.435, 0.0145777, 0.00274214, 0.0956316, 0.00274214, 0.0442977, 0.15965
4.44, 0.014557, 0.00274341, 0.0955616, 0.00274341, 0.0456722, 0.19768
4.445, 0.01453, 0.00272822, 0.0954508, 0.00272822, 0.0427909, 0.173516
4.45, 0.0145086, 0.0027332, 0.0953774, 0.0027332, 0.0446825, 0.164457
4.455, 0.0144812, 0.00271954, 0.0952652, 0.00271954, 0.0433261, 0.234421
4.46, 0.0144577, 0.00272502, 0.0951792, 0.00272502, 0.0430152, 0.162461
4.465, 0.0144371, 0.00270331, 0.095113, 0.00270331, 0.0475754, 0.168913
4.47, 0.0144085, 0.00271067, 0.0949944, 0.00271067, 0.0431875, 0.208657
4.475, 0.0143897, 0.00270576, 0.0949409, 0.00270576, 0.0428852, 0.151993
4.48, 0.0143605, 0.002707, 0.0948202, 0.002707, 0.0404896, 0.138306
4.485, 0.0143397, 0.00269577, 0.0947546, 0.00269577, 0.0436357, 0.181686
4.49, 0.0143127, 0.00266759, 0.094649, 0.00266759, 0.0433586, 0.170941
4.495, 0.0142851, 0.00269519, 0.0945403, 0.00269519, 0.0432427, 0.175653
4.5, 0.014267, 0.00268609, 0.0944944, 0.00268609, 0.0430808, 0.161989
4.505, 0.01424, 0.00266416, 0.0943903, 0.00266416, 0.043834, 0.158714
4.51, 0.014217, 0.00267301, 0.0943135, 0.00267301, 0.0450109, 0.189704
4.515, 0.0141886, 0.0026692, 0.094201, 0.0026692, 0.0419273, 0.186375
4.52, 0.0141641, 0.0026539, 0.0941154, 0.0026539, 0.0442246, 0.167842
4.525, 0.0141393, 0.00264931, 0.094028, 0.00264931, 0.0440249, 0.189887
4.53, 0.0141177, 0.00264795, 0.0939631, 0.00264795, 0.0423952, 0.164038
4.535, 0.0140869, 0.00264845, 0.0938371, 0.00264845, 0.0418366, 0.215567
4.54, 0.0140682, 0.00263698, 0.093792, 0.00263698, 0.0428338, 0.158763
4.545, 0.0140407, 0.00263654, 0.093689, 0.00263654, 0.0440886, 0.163955
4.55, 0.014016, 0.00262408, 0.0936048, 0.00262408, 0.0475289, 0.16362
4.555, 0.0139885, 0.00262435, 0.093503, 0.00262435, 0.0430082, 0.162045
4.56, 0.0139621, 0.00262308, 0.0934091, 0.00262308, 0.0433183, 0.157
4.565, 0.0139443, 0.00260769, 0.0933728, 0.00260769, 0.0454507, 0.175351
4.57, 0.0139125, 0.00260657, 0.0932439, 0.00260657, 0.0431185, 0.157199
4.575, 0.0138899, 0.00260365, 0.0931766, 0.00260365, 0.0447053, 0.172281
4.58, 0.0138642, 0.00259382, 0.0930895, 0.00259382, 0.0446995, 0.167668
4.585, 0.013835, 0.00259749, 0.0929789, 0.00259749, 0.0437372, 0.245082
4.59, 0.0138163, 0.00258875, 0.0929395, 0.00258875, 0.043418, 0.187541
4.595, 0.0137847, 0.00257907, 0.092814, 0.00257907, 0.0419183, 0.165316
4.6, 0.0137643, 0.00257972, 0.0927649, 0.00257972, 0.043646, 0.17545
4.605, 0.0137361, 0.00256864, 0.0926631, 0.00256864, 0.0436125, 0.185194
4.61, 0.0137084, 0.00256332, 0.0925653, 0.00256332, 0.0438541, 0.169485
4.615, 0.0136871, 0.00256229, 0.0925109, 0.00256229, 0.0419737, 0.19912
4.62, 0.0136557, 0.00256415, 0.0923894, 0.00256415, 0.0431243, 0.17847
4.625, 0.0136326, 0.00254501, 0.0923241, 0.00254501, 0.0416883, 0.186428
4.63, 0.0136058, 0.0025457, 0.0922347, 0.0025457, 0.0427959, 0.159668
4.635, 0.0135793, 0.00253591, 0.0921475, 0.00253591, 0.0430756, 0.162806
4.64, 0.0135594, 0.00254642, 0.0921055, 0.00254642, 0.0430759, 0.176133
4.645, 0.0135234, 0.00253529, 0.0919547, 0.00253529, 0.041956, 0.176932
4.65, 0.0134989, 0.00251723, 0.0918828, 0.00251723, 0.0422701, 0.167914
4.655, 0.0134808, 0.00252256, 0.0918549, 0.00252256, 0.0423538, 0.151578
4.66, 0.0134487, 0.00251879, 0.091732, 0.00251879, 0.0424981, 0.185691
4.665, 0.0134269, 0.00250212, 0.0916798, 0.00250212, 0.0428016, 0.177123
4.67, 0.013395, 0.00252945, 0.0915589, 0.00252945, 0.0432796, 0.182049
4.675, 0.0133677, 0.00248954, 0.0914706, 0.00248954, 0.0414764, 0.173805
4.68, 0.0133452, 0.0024881, 0.0914152, 0.0024881, 0.0420767, 0.185964
4.685, 0.01332, 0.00249853, 0.0913413, 0.00249853, 0.0434689, 0.179721
4.69, 0.0132916, 0.00245777, 0.0912463, 0.00245777, 0.04186, 0.18244
4.695, 0.0132642, 0.00250671, 0.0911592, 0.00250671, 0.0427443, 0.185421
4.7, 0.0132363, 0.00247649, 0.0910683, 0.00247649, 0.0482016, 0.215339
4.705, 0.0132185, 0.00247343, 0.0910483, 0.00247343, 0.0411825, 0.17909
4.71, 0.0131806, 0.00245833, 0.0908893, 0.00245833, 0.0463001, 0.216434
4.715, 0.0131538, 0.00246346, 0.0908078, 0.00246346, 0.0851981, 0.266129
4.72, 0.0131353, 0.00245371, 0.0907838, 0.00245371, 0.0627791, 0.228934
4.725, 0.0131016, 0.00244657, 0.0906558, 0.00244657, 0.0665674, 0.251298
4.73, 0.0130812, 0.00244429, 0.0906195, 0.00244429, 0.0503003, 0.177916
4.735, 0.0130445, 0.00243724, 0.0904713, 0.00243724, 0.0618737, 0.287092
4.74, 0.0130226, 0.00243268, 0.0904256, 0.00243268, 0.0553725, 0.192193
4.745, 0.0129969, 0.00243268, 0.0903548, 0.00243268, 0.0501119, 0.165902
4.75, 0.0129705, 0.00242645, 0.0902789, 0.00242645, 0.0551194, 0.219572
4.755, 0.0129423, 0.00241712, 0.0901911, 0.00241712, 0.0610683, 0.185835
4.76, 0.0129084, 0.00240928, 0.090064, 0.00240928, 0.0542867, 0.220267
4.765, 0.0128872, 0.00240917, 0.0900262, 0.00240917, 0.0484571, 0.176457
