Iteration, Drag, Lift, Coeff Drag, CoeffLift, time prec, time solve
6.32, 0.00257196, -0.000695971, 0.0438085, -0.000695971, 0.046774, 0.16634
6.325, 0.00253248, -0.000785975, 0.0433564, -0.000785975, 0.0519768, 0.135152
6.33, 0.00248695, -0.000589909, 0.0427951, -0.000589909, 0.0532196, 0.329424
6.335, 0.00246333, -0.000871599, 0.0426068, -0.000871599, 0.0458969, 0.213416
6.34, 0.00242744, -0.000602523, 0.0422032, -0.000602523, 0.0484473, 0.291776
6.345, 0.00237471, -0.0010143, 0.0415007, -0.0010143, 0.0496523, 0.202504
6.35, 0.00233628, -0.00074475, 0.0410418, -0.00074475, 0.0484083, 0.30511
6.355, 0.00231951, -0.00104672, 0.0409606, -0.00104672, 0.0489568, 0.264448
6.36, 0.00226124, -0.000934936, 0.0401413, -0.000934936, 0.0499067, 0.300772
6.365, 0.00225301, -0.000884493, 0.0402064, -0.000884493, 0.0481034, 0.204034
6.37, 0.00218778, -0.000914942, 0.0392492, -0.000914942, 0.0566498, 0.138172
6.375, 0.00216867, -0.000971014, 0.0391132, -0.000971014, 0.0534182, 0.183928
6.38, 0.00211382, -0.00118023, 0.0383276, -0.00118023, 0.047668, 0.214188
6.385, 0.00208878, -0.000864116, 0.0380768, -0.000864116, 0.0548872, 0.280142
6.39, 0.00204013, -0.00098632, 0.0373902, -0.00098632, 0.0489133, 0.296121
6.395, 0.00200261, -0.00104114, 0.036901, -0.00104114, 0.0497717, 0.193565
6.4, 0.00205161, -0.00118078, 0.0380093, -0.00118078, 0.0489856, 0.214217
6.405, 0.00188049, -0.00119829, 0.0350291, -0.00119829, 0.0503494, 0.133888
6.41, 0.00189538, -0.00116436, 0.0354998, -0.00116436, 0.0503023, 0.138304
6.415, 0.0018657, -0.0010356, 0.0351361, -0.0010356, 0.0477314, 0.154803
6.42, 0.001823, -0.00132549, 0.0345215, -0.00132549, 0.0493224, 0.23176
6.425, 0.00179525, -0.00128059, 0.0341845, -0.00128059, 0.0495243, 0.288465
6.43, 0.0017446, -0.0012463, 0.0334049, -0.0012463, 0.0471777, 0.170285
6.435, 0.00171693, -0.00141177, 0.033059, -0.00141177, 0.0469138, 0.129987
6.44, 0.00167888, -0.00129125, 0.0325077, -0.00129125, 0.0515006, 0.132522
6.445, 0.0016254, -0.00132629, 0.0316497, -0.00132629, 0.0481485, 0.25926
6.45, 0.00161889, -0.00137026, 0.0317016, -0.00137026, 0.0467726, 0.198098
6.455, 0.00155528, -0.00158198, 0.0306289, -0.00158198, 0.0482533, 0.213278
6.46, 0.0015303, -0.00137705, 0.0303092, -0.00137705, 0.049558, 0.254066
6.465, 0.00148927, -0.00150223, 0.0296656, -0.00150223, 0.0562736, 0.145981
6.47, 0.00145213, -0.0014575, 0.0290925, -0.0014575, 0.0485789, 0.173157
6.475, 0.00142161, -0.0015583, 0.0286456, -0.0015583, 0.0487907, 0.14396
6.48, 0.00137021, -0.00167044, 0.0277703, -0.00167044, 0.0473004, 0.139176
6.485, 0.00134353, -0.00159812, 0.0273883, -0.00159812, 0.0482306, 0.194469
6.49, 0.00130666, -0.00172994, 0.0267929, -0.00172994, 0.046281, 0.28143
6.495, 0.00127483, -0.0013528, 0.0262939, -0.0013528, 0.0564505, 0.28118
6.5, 0.00121461, -0.00197718, 0.0251998, -0.00197718, 0.0492041, 0.208537
6.505, 0.00120067, -0.00175848, 0.0250584, -0.00175848, 0.0533572, 0.162184
6.51, 0.0011498, -0.00169722, 0.0241397, -0.00169722, 0.0465687, 0.187266
6.515, 0.00111602, -0.00196578, 0.0235707, -0.00196578, 0.0557208, 0.209632
6.52, 0.00108555, -0.00176486, 0.0230648, -0.00176486, 0.0525382, 0.165052
6.525, 0.00104361, -0.00194383, 0.0223076, -0.00194383, 0.0482379, 0.118956
6.53, 0.00100075, -0.0018111, 0.0215211, -0.0018111, 0.0494274, 0.188753
6.535, 0.000976258, -0.00199398, 0.0211222, -0.00199398, 0.0481471, 0.154549
6.54, 0.000916445, -0.00208078, 0.0199493, -0.00208078, 0.0538397, 0.189443
6.545, 0.000896537, -0.0020368, 0.0196358, -0.0020368, 0.0490791, 0.132613
6.55, 0.000856578, -0.00210982, 0.0188763, -0.00210982, 0.0511645, 0.191061
6.555, 0.000818729, -0.002146, 0.018154, -0.002146, 0.048281, 0.180383
6.56, 0.000775461, -0.0019447, 0.0173015, -0.0019447, 0.049535, 0.255057
6.565, 0.000759264, -0.00233026, 0.017046, -0.00233026, 0.0502625, 0.194169
6.57, 0.000695982, -0.0022061, 0.0157233, -0.0022061, 0.048731, 0.179006
6.575, 0.000668981, -0.00233752, 0.0152086, -0.00233752, 0.0532094, 0.250735
6.58, 0.000643972, -0.00194693, 0.0147327, -0.00194693, 0.0500357, 0.263755
6.585, 0.000577935, -0.00276781, 0.013306, -0.00276781, 0.0511024, 0.178695
6.59, 0.000560716, -0.00223291, 0.012992, -0.00223291, 0.0507693, 0.1477
6.595, 0.000511846, -0.00242467, 0.0119357, -0.00242467, 0.0475621, 0.146588
6.6, 0.000486247, -0.00253593, 0.0114119, -0.00253593, 0.053, 0.183244
6.605, 0.00044367, -0.00250914, 0.01048, -0.00250914, 0.0501406, 0.267595
6.61, 0.000396685, -0.00250138, 0.00943105, -0.00250138, 0.0472593, 0.147334
6.615, 0.00037891, -0.00253874, 0.00906728, -0.00253874, 0.047964, 0.187122
6.62, 0.00033144, -0.00272804, 0.00798335, -0.00272804, 0.0476601, 0.275167
6.625, 0.000280868, -0.00287453, 0.0068098, -0.00287453, 0.0510383, 0.192596
6.63, 0.000273905, -0.00250316, 0.00668492, -0.00250316, 0.0508807, 0.168687
6.635, 0.000214365, -0.00281997, 0.00526656, -0.00281997, 0.0489114, 0.193985
6.64, 0.000190215, -0.00286456, 0.00470445, -0.00286456, 0.0487187, 0.185674
6.645, 0.000132853, -0.00280529, 0.0033078, -0.00280529, 0.0535855, 0.14437
6.65, 0.00011118, -0.00290249, 0.00278683, -0.00290249, 0.0531056, 0.136342
6.655, 6.98642e-05, -0.00297745, 0.00176306, -0.00297745, 0.0528921, 0.157174
6.66, 2.80232e-05, -0.00301401, 0.00071199, -0.00301401, 0.054952, 0.135698
6.665, -4.388e-07, -0.00304629, -1.12248e-05, -0.00304629, 0.0493107, 0.162872
6.67, -4.66838e-05, -0.00294587, -0.0012024, -0.00294587, 0.0481929, 0.253585
6.675, -7.62788e-05, -0.00328423, -0.0019782, -0.00328423, 0.047618, 0.209014
6.68, -0.000118406, -0.00318465, -0.00309196, -0.00318465, 0.049022, 0.136792
6.685, -0.000147674, -0.00337077, -0.00388308, -0.00337077, 0.0500874, 0.19698
6.69, -0.000204645, -0.00320366, -0.00541875, -0.00320366, 0.0491116, 0.132592
6.695, -0.000236141, -0.003379, -0.0062966, -0.003379, 0.0487826, 0.148829
6.7, -0.000258204, -0.0033532, -0.00693348, -0.0033532, 0.0460613, 0.175216
6.705, -0.000305159, -0.0034842, -0.00825239, -0.0034842, 0.0530621, 0.131639
6.71, -0.000335667, -0.00352424, -0.00914205, -0.00352424, 0.0525613, 0.140997
6.715, -0.000388478, -0.00324451, -0.0106561, -0.00324451, 0.0556101, 0.230612
6.72, -0.000364334, -0.00415129, -0.0100656, -0.00415129, 0.056283, 0.192715
6.725, -0.000501777, -0.00341765, -0.0139628, -0.00341765, 0.050392, 0.129856
6.73, -0.000498587, -0.00371671, -0.0139747, -0.00371671, 0.0493188, 0.135387
6.735, -0.000520954, -0.00385813, -0.014708, -0.00385813, 0.048449, 0.138432
6.74, -0.000565617, -0.00342877, -0.0160859, -0.00342877, 0.0588406, 0.247212
6.745, -0.000612032, -0.00424402, -0.017534, -0.00424402, 0.0520915, 0.164622
6.75, -0.000647877, -0.00390406, -0.0186981, -0.00390406, 0.051598, 0.285958
6.755, -0.000676292, -0.00411261, -0.0196632, -0.00411261, 0.0475781, 0.132235
6.76, -0.000718537, -0.00399437, -0.0210473, -0.00399437, 0.0469797, 0.165448
6.765, -0.000752332, -0.00427772, -0.0222025, -0.00427772, 0.0529965, 0.203186
6.77, -0.000798911, -0.00427598, -0.0237547, -0.00427598, 0.0472166, 0.168065
6.775, -0.00081859, -0.00436734, -0.0245241, -0.00436734, 0.0480833, 0.16544
6.78, -0.000878521, -0.00400957, -0.0265198, -0.00400957, 0.0469934, 0.198904
6.785, -0.00089923, -0.00445261, -0.0273524, -0.00445261, 0.0483149, 0.142485
6.79, -0.000938164, -0.00462194, -0.0287559, -0.00462194, 0.0516808, 0.157201
6.795, -0.000974827, -0.00438879, -0.0301102, -0.00438879, 0.0495927, 0.116754
6.8, -0.00101747, -0.00464686, -0.031671, -0.00464686, 0.0567223, 0.137318
6.805, -0.00106671, -0.0044372, -0.0334626, -0.0044372, 0.0497825, 0.229477
6.81, -0.00108304, -0.00489652, -0.034241, -0.00489652, 0.0531105, 0.172177
6.815, -0.00113133, -0.00498909, -0.0360491, -0.00498909, 0.0566153, 0.149706
6.82, -0.00116236, -0.00470781, -0.0373311, -0.00470781, 0.0556056, 0.13099
6.825, -0.00120657, -0.00500437, -0.0390588, -0.00500437, 0.0488265, 0.115768
6.83, -0.00123897, -0.00494705, -0.0404281, -0.00494705, 0.0489294, 0.206861
6.835, -0.00127861, -0.00511173, -0.0420563, -0.00511173, 0.0516108, 0.152323
6.84, -0.00131292, -0.00534833, -0.0435336, -0.00534833, 0.0517942, 0.181611
6.845, -0.00135918, -0.00519648, -0.0454328, -0.00519648, 0.0487777, 0.219437
6.85, -0.00138384, -0.0052836, -0.0466342, -0.0052836, 0.0489284, 0.155379
6.855, -0.00143291, -0.00534282, -0.048683, -0.00534282, 0.0534405, 0.164932
6.86, -0.00146783, -0.0055617, -0.05028, -0.0055617, 0.048807, 0.127664
6.865, -0.00150414, -0.00554915, -0.0519503, -0.00554915, 0.0479296, 0.135286
6.87, -0.00153997, -0.00556756, -0.0536299, -0.00556756, 0.046934, 0.216848
6.875, -0.00157928, -0.00568282, -0.0554587, -0.00568282, 0.051864, 0.140376
6.88, -0.0016104, -0.0061194, -0.0570267, -0.0061194, 0.0527221, 0.161351
6.885, -0.00165067, -0.00586808, -0.0589462, -0.00586808, 0.0476333, 0.155174
6.89, -0.00169161, -0.00585574, -0.0609212, -0.00585574, 0.0481062, 0.202335
6.895, -0.00172493, -0.00603163, -0.0626512, -0.00603163, 0.0499782, 0.143834
6.9, -0.00177291, -0.0061472, -0.0649462, -0.0061472, 0.0496632, 0.1178
6.905, -0.00179913, -0.00627961, -0.0664748, -0.00627961, 0.0489613, 0.157123
6.91, -0.00184062, -0.00605115, -0.0685973, -0.00605115, 0.0482799, 0.24635
6.915, -0.00187904, -0.00671614, -0.0706392, -0.00671614, 0.0492168, 0.203421
6.92, -0.00191267, -0.00657018, -0.0725332, -0.00657018, 0.0466119, 0.20904
6.925, -0.00194873, -0.00656256, -0.0745514, -0.00656256, 0.0476418, 0.207822
6.93, -0.00199692, -0.00650629, -0.077071, -0.00650629, 0.0478307, 0.2079
6.935, -0.00202606, -0.00696002, -0.0788917, -0.00696002, 0.0482906, 0.155202
6.94, -0.00205311, -0.00700781, -0.0806602, -0.00700781, 0.0480835, 0.152741
6.945, -0.00210169, -0.00732488, -0.0833115, -0.00732488, 0.0498237, 0.180364
6.95, -0.00214401, -0.00667071, -0.0857575, -0.00667071, 0.049866, 0.151761
6.955, -0.00216835, -0.00728117, -0.0875196, -0.00728117, 0.048231, 0.113382
6.96, -0.00221495, -0.00711762, -0.0902178, -0.00711762, 0.051084, 0.114158
6.965, -0.00225093, -0.00771033, -0.0925256, -0.00771033, 0.0510871, 0.139826
6.97, -0.00229266, -0.00732531, -0.095112, -0.00732531, 0.0495303, 0.165669
6.975, -0.00231705, -0.00783732, -0.0970168, -0.00783732, 0.0479474, 0.1261
6.98, -0.00236621, -0.0078454, -0.100001, -0.0078454, 0.0569823, 0.157939
6.985, -0.00239918, -0.00769514, -0.102347, -0.00769514, 0.050076, 0.257905
6.99, -0.00243024, -0.00824545, -0.104651, -0.00824545, 0.0485803, 0.187784
6.995, -0.00247569, -0.00798988, -0.107621, -0.00798988, 0.0537266, 0.153099
7, -0.00251447, -0.00802585, -0.110351, -0.00802585, 0.0578537, 0.183531
7.005, -0.00254713, -0.00861741, -0.112858, -0.00861741, 0.0494651, 0.142487
7.01, -0.00257493, -0.00810191, -0.115192, -0.00810191, 0.0498202, 0.176676
7.015, -0.00262789, -0.00904225, -0.118703, -0.00904225, 0.0482826, 0.17164
7.02, -0.00266245, -0.00863851, -0.121439, -0.00863851, 0.0474554, 0.146683
7.025, -0.00269399, -0.00895463, -0.124085, -0.00895463, 0.0478417, 0.16636
7.03, -0.00273864, -0.00886317, -0.127389, -0.00886317, 0.0481116, 0.155755
7.035, -0.00277157, -0.00914741, -0.130202, -0.00914741, 0.0490504, 0.119873
7.04, -0.0027936, -0.00986057, -0.132549, -0.00986057, 0.0497657, 0.142073
7.045, -0.00285628, -0.00891965, -0.136885, -0.00891965, 0.0488257, 0.112949
7.05, -0.00288484, -0.00966727, -0.139652, -0.00966727, 0.0494069, 0.109879
7.055, -0.00291315, -0.0096727, -0.142457, -0.0096727, 0.0497121, 0.19564
7.06, -0.00295796, -0.00982043, -0.146128, -0.00982043, 0.0514511, 0.138669
7.065, -0.00299686, -0.00993371, -0.149574, -0.00993371, 0.0506182, 0.161744
7.07, -0.00303828, -0.0100331, -0.153212, -0.0100331, 0.0521414, 0.152057
7.075, -0.00306344, -0.0102177, -0.156089, -0.0102177, 0.049332, 0.140572
7.08, -0.00309826, -0.0106418, -0.159517, -0.0106418, 0.0496349, 0.139902
7.085, -0.00314907, -0.0104902, -0.163842, -0.0104902, 0.0523548, 0.151298
7.09, -0.00317468, -0.0108731, -0.166926, -0.0108731, 0.0490531, 0.136468
7.095, -0.00321941, -0.0108764, -0.171085, -0.0108764, 0.0522033, 0.152558
7.1, -0.00325735, -0.0113262, -0.174959, -0.0113262, 0.049006, 0.156196
7.105, -0.00328748, -0.0110521, -0.178484, -0.0110521, 0.0482189, 0.145846
7.11, -0.00332667, -0.0114656, -0.182574, -0.0114656, 0.0508057, 0.112156
7.115, -0.00336605, -0.0115441, -0.186756, -0.0115441, 0.0477092, 0.105515
7.12, -0.00339444, -0.0117516, -0.190402, -0.0117516, 0.0493943, 0.155281
7.125, -0.00344159, -0.0119861, -0.195184, -0.0119861, 0.050136, 0.135524
7.13, -0.0034751, -0.0121697, -0.19928, -0.0121697, 0.0486043, 0.136576
7.135, -0.00350869, -0.0123674, -0.203462, -0.0123674, 0.057458, 0.114871
7.14, -0.00355226, -0.0126582, -0.208312, -0.0126582, 0.0489119, 0.157544
7.145, -0.00358376, -0.0124861, -0.212545, -0.0124861, 0.0572204, 0.176648
7.15, -0.00362513, -0.013223, -0.217455, -0.013223, 0.0532995, 0.190955
7.155, -0.00366491, -0.0130947, -0.22237, -0.0130947, 0.0522471, 0.20509
7.16, -0.00369423, -0.0134517, -0.226742, -0.0134517, 0.0496186, 0.113255
7.165, -0.00373488, -0.0133295, -0.231907, -0.0133295, 0.049643, 0.111086
7.17, -0.00376484, -0.0137611, -0.236509, -0.0137611, 0.0497589, 0.175073
7.175, -0.00381512, -0.014138, -0.242496, -0.014138, 0.0514896, 0.151308
7.18, -0.00384321, -0.0140871, -0.247183, -0.0140871, 0.0477567, 0.133922
7.185, -0.00388222, -0.0144745, -0.252678, -0.0144745, 0.048401, 0.103323
7.19, -0.00392212, -0.0144422, -0.258348, -0.0144422, 0.0465985, 0.174817
7.195, -0.00395007, -0.0151296, -0.263342, -0.0151296, 0.0485397, 0.125868
7.2, -0.00399024, -0.0152064, -0.269265, -0.0152064, 0.0800079, 0.333559
7.205, -0.00402399, -0.0159809, -0.274879, -0.0159809, 0.0437286, 0.130103
7.21, -0.00406958, -0.0151732, -0.28143, -0.0151732, 0.0451048, 0.112961
7.215, -0.00409834, -0.0160681, -0.286949, -0.0160681, 0.0471953, 0.154636
7.22, -0.00413947, -0.0160231, -0.293462, -0.0160231, 0.0492425, 0.129436
7.225, -0.0041777, -0.0163676, -0.299911, -0.0163676, 0.044751, 0.251533
7.23, -0.00421055, -0.0164845, -0.306112, -0.0164845, 0.0474573, 0.197623
7.235, -0.00424624, -0.017337, -0.312659, -0.017337, 0.0483109, 0.143528
7.24, -0.004288, -0.0172851, -0.319805, -0.0172851, 0.0466774, 0.131374
7.245, -0.0043196, -0.017565, -0.326344, -0.017565, 0.0491731, 0.0913172
7.25, -0.0043668, -0.017471, -0.334223, -0.017471, 0.0489156, 0.163944
7.255, -0.00438935, -0.0185243, -0.340374, -0.0185243, 0.0474622, 0.149608
7.26, -0.00443029, -0.018432, -0.348106, -0.018432, 0.0524773, 0.175056
7.265, -0.00446985, -0.0189718, -0.355907, -0.0189718, 0.0515126, 0.146919
7.27, -0.00450717, -0.0189483, -0.36371, -0.0189483, 0.0542306, 0.138502
7.275, -0.00453705, -0.0193736, -0.371085, -0.0193736, 0.0499219, 0.16594
7.28, -0.00457821, -0.0197712, -0.379566, -0.0197712, 0.0502728, 0.141816
7.285, -0.00461466, -0.020364, -0.387852, -0.020364, 0.0482612, 0.21991
7.29, -0.00465573, -0.0204027, -0.39673, -0.0204027, 0.049142, 0.140919
7.295, -0.00468819, -0.0210501, -0.405076, -0.0210501, 0.048278, 0.131437
7.3, -0.00472598, -0.0207577, -0.414088, -0.0207577, 0.0486307, 0.182692
7.305, -0.0047529, -0.022031, -0.422354, -0.022031, 0.0503695, 0.14073
7.31, -0.00480004, -0.0217053, -0.432638, -0.0217053, 0.0572831, 0.17138
7.315, -0.00483631, -0.0225495, -0.442185, -0.0225495, 0.0497296, 0.163203
7.32, -0.00487098, -0.0228122, -0.451819, -0.0228122, 0.0484991, 0.12759
7.325, -0.00490347, -0.023167, -0.461487, -0.023167, 0.0473832, 0.13152
7.33, -0.00494642, -0.023535, -0.472393, -0.023535, 0.0499713, 0.143596
7.335, -0.00497279, -0.0242564, -0.481969, -0.0242564, 0.0493671, 0.132659
7.34, -0.00501881, -0.0240269, -0.493717, -0.0240269, 0.052921, 0.146723
7.345, -0.00505385, -0.0249985, -0.504671, -0.0249985, 0.0509262, 0.114404
7.35, -0.00508811, -0.0252952, -0.515828, -0.0252952, 0.0498066, 0.114845
7.355, -0.00512649, -0.0257457, -0.527696, -0.0257457, 0.056158, 0.140455
7.36, -0.00516489, -0.0262085, -0.539876, -0.0262085, 0.0515428, 0.154673
7.365, -0.00519077, -0.0271125, -0.551049, -0.0271125, 0.048136, 0.1271
7.37, -0.00523415, -0.027276, -0.564397, -0.027276, 0.0494234, 0.109882
7.375, -0.0052673, -0.0277479, -0.576984, -0.0277479, 0.0469106, 0.140221
7.38, -0.00530552, -0.0286907, -0.590471, -0.0286907, 0.0501305, 0.155039
7.385, -0.00534141, -0.0288325, -0.60406, -0.0288325, 0.0482312, 0.131892
7.39, -0.00538647, -0.0293026, -0.619071, -0.0293026, 0.0491324, 0.144025
7.395, -0.00540779, -0.0302624, -0.631727, -0.0302624, 0.0657395, 0.134098
7.4, -0.005449, -0.03078, -0.647085, -0.03078, 0.0513452, 0.113809
7.405, -0.00548974, -0.0311209, -0.662816, -0.0311209, 0.0503741, 0.141799
7.41, -0.00551654, -0.0315953, -0.677281, -0.0315953, 0.0479354, 0.142658
7.415, -0.00556047, -0.0333394, -0.694287, -0.0333394, 0.048126, 0.137105
7.42, -0.0055974, -0.0326167, -0.710894, -0.0326167, 0.045954, 0.10686
7.425, -0.00562613, -0.0340293, -0.726918, -0.0340293, 0.048505, 0.125586
7.43, -0.00566846, -0.0347908, -0.745189, -0.0347908, 0.0480719, 0.1288
7.435, -0.0057045, -0.0353787, -0.763158, -0.0353787, 0.0471831, 0.10314
7.44, -0.00573932, -0.0355193, -0.781488, -0.0355193, 0.0474555, 0.138492
7.445, -0.00577253, -0.0371917, -0.800137, -0.0371917, 0.0489098, 0.141614
7.45, -0.00581189, -0.0374897, -0.820211, -0.0374897, 0.0478882, 0.118875
7.455, -0.00584562, -0.0390952, -0.840085, -0.0390952, 0.0580895, 0.150307
7.46, -0.00588432, -0.0387399, -0.861288, -0.0387399, 0.0484748, 0.139947
7.465, -0.00591506, -0.0399035, -0.881958, -0.0399035, 0.0474489, 0.117006
7.47, -0.00595448, -0.0413382, -0.90458, -0.0413382, 0.0471896, 0.137444
7.475, -0.00598151, -0.0412151, -0.925996, -0.0412151, 0.0481318, 0.137179
7.48, -0.00603477, -0.0429677, -0.952216, -0.0429677, 0.0534722, 0.130671
7.485, -0.0060597, -0.0437269, -0.974733, -0.0437269, 0.0483969, 0.130798
7.49, -0.00610219, -0.0449218, -1.00084, -0.0449218, 0.0497702, 0.130004
7.495, -0.00613191, -0.0450049, -1.02566, -0.0450049, 0.048955, 0.133017
7.5, -0.00616607, -0.0466635, -1.05205, -0.0466635, 0.0497009, 0.11803
7.505, -0.00620337, -0.0483981, -1.07985, -0.0483981, 0.0483581, 0.144442
7.51, -0.00624094, -0.0488746, -1.10863, -0.0488746, 0.0499028, 0.1237
7.515, -0.00627361, -0.0503522, -1.13748, -0.0503522, 0.0483929, 0.114894
7.52, -0.00631653, -0.0518054, -1.16921, -0.0518054, 0.0519351, 0.156935
7.525, -0.00634094, -0.0515242, -1.19855, -0.0515242, 0.0495698, 0.13807
7.53, -0.00638979, -0.0530046, -1.2336, -0.0530046, 0.0521522, 0.139775
7.535, -0.0064122, -0.0567705, -1.26468, -0.0567705, 0.0500224, 0.113971
7.54, -0.00645235, -0.0556258, -1.30042, -0.0556258, 0.0661669, 0.112493
7.545, -0.00648831, -0.0579818, -1.33657, -0.0579818, 0.0495838, 0.116168
7.55, -0.00652643, -0.0595207, -1.37449, -0.0595207, 0.0526076, 0.144996
7.555, -0.0065556, -0.0602711, -1.41187, -0.0602711, 0.0492302, 0.140402
7.56, -0.00659919, -0.0631523, -1.45379, -0.0631523, 0.0471422, 0.126021
7.565, -0.00662835, -0.0634903, -1.49403, -0.0634903, 0.0480263, 0.132797
7.57, -0.00666753, -0.0654916, -1.5381, -0.0654916, 0.0487363, 0.142711
7.575, -0.00670085, -0.0674748, -1.58246, -0.0674748, 0.0480743, 0.123853
7.58, -0.00673359, -0.0691825, -1.62839, -0.0691825, 0.0475925, 0.143422
7.585, -0.00677138, -0.0708806, -1.67736, -0.0708806, 0.047542, 0.109982
7.59, -0.00680761, -0.0728997, -1.72786, -0.0728997, 0.0512301, 0.135743
7.595, -0.00684469, -0.0754906, -1.78061, -0.0754906, 0.0503076, 0.135372
7.6, -0.00687992, -0.0770495, -1.835, -0.0770495, 0.0483881, 0.106596
7.605, -0.00691433, -0.0786754, -1.89138, -0.0786754, 0.0466768, 0.122586
7.61, -0.00693851, -0.0821499, -1.94723, -0.0821499, 0.0516046, 0.14801
7.615, -0.00698929, -0.0832411, -2.01304, -0.0832411, 0.049261, 0.143238
7.62, -0.00701734, -0.0858753, -2.07497, -0.0858753, 0.048895, 0.114782
7.625, -0.00705696, -0.0894966, -2.14305, -0.0894966, 0.0528607, 0.179824
7.63, -0.0070884, -0.0900788, -2.21156, -0.0900788, 0.0484004, 0.126985
7.635, -0.00711986, -0.0949523, -2.28308, -0.0949523, 0.0469129, 0.1052
7.64, -0.00716424, -0.0978832, -2.36205, -0.0978832, 0.0511951, 0.143195
7.645, -0.00718787, -0.098952, -2.43759, -0.098952, 0.0482835, 0.145978
7.65, -0.00722717, -0.103346, -2.52202, -0.103346, 0.0494042, 0.123923
7.655, -0.00726483, -0.107192, -2.60982, -0.107192, 0.0545191, 0.116516
7.66, -0.00730137, -0.110291, -2.70136, -0.110291, 0.0551663, 0.116546
7.665, -0.00733708, -0.111973, -2.79697, -0.111973, 0.0539816, 0.139045
7.67, -0.00736307, -0.118334, -2.89342, -0.118334, 0.0541386, 0.141216
7.675, -0.00740272, -0.12145, -3.00012, -0.12145, 0.0519794, 0.134856
7.68, -0.00743891, -0.126288, -3.11075, -0.126288, 0.0544124, 0.14948
7.685, -0.00746873, -0.127735, -3.22426, -0.127735, 0.0515853, 0.138245
7.69, -0.00751001, -0.135258, -3.34872, -0.135258, 0.0490115, 0.108624
7.695, -0.00754441, -0.139167, -3.47659, -0.139167, 0.0495071, 0.145098
7.7, -0.00756514, -0.141921, -3.60476, -0.141921, 0.0496606, 0.121395
7.705, -0.00762137, -0.15151, -3.7573, -0.15151, 0.0483789, 0.111752
7.71, -0.00763989, -0.15348, -3.89917, -0.15348, 0.0513752, 0.111542
7.715, -0.00768482, -0.162594, -4.06283, -0.162594, 0.0496533, 0.137805
7.72, -0.00771703, -0.16878, -4.22896, -0.16878, 0.0495297, 0.110157
7.725, -0.00774475, -0.171214, -4.40219, -0.171214, 0.0514706, 0.128804
7.73, -0.0077879, -0.182035, -4.5947, -0.182035, 0.0544695, 0.129182
7.735, -0.00781969, -0.187546, -4.79195, -0.187546, 0.0470268, 0.105889
7.74, -0.0078553, -0.195251, -5.00374, -0.195251, 0.0490207, 0.0984132
7.745, -0.0078899, -0.203024, -5.22814, -0.203024, 0.0545579, 0.117525
7.75, -0.00791942, -0.217075, -5.46339, -0.217075, 0.0626536, 0.12507
7.755, -0.00795562, -0.220831, -5.71871, -0.220831, 0.04795, 0.118341
7.76, -0.00799239, -0.234229, -5.99149, -0.234229, 0.0472067, 0.113784
7.765, -0.0080264, -0.245324, -6.28068, -0.245324, 0.0486772, 0.127139
7.77, -0.00805976, -0.255489, -6.58943, -0.255489, 0.0508474, 0.11249
7.775, -0.00809594, -0.268548, -6.9225, -0.268548, 0.0517785, 0.122184
7.78, -0.00812287, -0.2764, -7.27152, -0.2764, 0.049532, 0.122832
7.785, -0.0081659, -0.296009, -7.66145, -0.296009, 0.0504249, 0.11336
7.79, -0.00820055, -0.308989, -8.07298, -0.308989, 0.0543786, 0.12732
7.795, -0.00823077, -0.325817, -8.51204, -0.325817, 0.0478385, 0.124034
7.8, -0.00826147, -0.34487, -8.98664, -0.34487, 0.0482037, 0.124252
7.805, -0.00830009, -0.360239, -9.50915, -0.360239, 0.0484767, 0.143072
7.81, -0.0083354, -0.386098, -10.0718, -0.386098, 0.0483283, 0.133382
7.815, -0.00836773, -0.402442, -10.6794, -0.402442, 0.0529831, 0.132698
7.82, -0.00840354, -0.432537, -11.3457, -0.432537, 0.0489696, 0.131763
7.825, -0.00842593, -0.44797, -12.0538, -0.44797, 0.0493867, 0.107697
7.83, -0.00847293, -0.489961, -12.8657, -0.489961, 0.051534, 0.120688
7.835, -0.00850347, -0.516378, -13.7306, -0.516378, 0.0482216, 0.107144
7.84, -0.00853576, -0.550276, -14.6851, -0.550276, 0.0489515, 0.112893
7.845, -0.00856976, -0.587714, -15.7416, -0.587714, 0.0488553, 0.116153
7.85, -0.00860466, -0.638891, -16.9133, -0.638891, 0.0486832, 0.128595
7.855, -0.00863945, -0.676581, -18.215, -0.676581, 0.0511558, 0.122888
7.86, -0.00867198, -0.722283, -19.6616, -0.722283, 0.0491515, 0.212878
7.865, -0.00870615, -0.801709, -21.2852, -0.801709, 0.0501879, 0.122644
7.87, -0.00873841, -0.856593, -23.1058, -0.856593, 0.0503876, 0.13393
7.875, -0.00877341, -0.934836, -25.1703, -0.934836, 0.0496663, 0.106085
7.88, -0.00880461, -1.01177, -27.5024, -1.01177, 0.0479197, 0.1161
7.885, -0.00884156, -1.12211, -30.1838, -1.12211, 0.0497836, 0.122665
7.89, -0.00887457, -1.21814, -33.2487, -1.21814, 0.0532615, 0.110044
7.895, -0.00890559, -1.35541, -36.7829, -1.35541, 0.0494444, 0.117114
7.9, -0.00894791, -1.49307, -40.9484, -1.49307, 0.0497942, 0.133992
7.905, -0.00897395, -1.66934, -45.7551, -1.66934, 0.059426, 0.124026
